URL,Table Name,Record ID,Field Name,Size (Bytes),Size (KB),Size (MB),Format,Cloudinary Optimized,Flagged
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775412932/Plain_Aloo_Laccha.jpg","products","20ca5cf1-4663-416f-ac80-1cea9496ae49","images[0]",785497,767.09,0.75,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775412963/Aata_Namakpara.jpg","products","cd5136d1-1e5e-436b-b11a-c95099af5d68","images[0]",784987,766.59,0.75,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775412963/Aata_Namakpara.jpg","products","6010c223-f144-4189-b122-e644d063de5b","images[0]",784987,766.59,0.75,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775412901/Lehsun_Sev.jpg","products","df5b3ed4-9dcd-44a3-8a4c-3b1504c387d5","images[0]",784320,765.94,0.75,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775412934/Sada_Chiwda.jpg","products","a8b495ad-dc4f-489b-a2e3-64d8e7bc6b1d","images[0]",782179,763.85,0.75,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775412945/Fifty_Fity.jpg","products","92171aec-eaff-4aae-9cc1-a1b803be72c3","images[0]",773598,755.47,0.74,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775412945/Fifty_Fity.jpg","products","33727199-5ce3-4f57-9d64-f49920fcb5a8","images[0]",773598,755.47,0.74,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775412935/Veg_Mathri.jpg","products","0d48f4db-3840-4d2e-a303-590b1f374b26","images[0]",772785,754.67,0.74,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775412935/Veg_Mathri.jpg","products","d47ba284-983d-47c9-b52e-36861bb73780","images[0]",772785,754.67,0.74,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775412939/DSC08015.jpg","products","f31f1216-4bb4-46d9-a661-bf54311749e2","images[0]",768571,750.56,0.73,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775412931/Methi_Mathri.jpg","products","ad650465-9c7c-45c8-9779-e5f297018f7b","images[0]",758163,740.39,0.72,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775412931/Methi_Mathri.jpg","products","8054d9a2-6a49-4c56-bbe2-4f746297db66","images[0]",758163,740.39,0.72,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775412911/DSC08019.jpg","products","710ad80c-74ce-4226-9fc8-d3d7ee3231d4","images[0]",755112,737.41,0.72,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775412894/Alsi_Mathri.jpg","products","8246add8-61fa-42e1-8279-80315709af49","images[0]",752926,735.28,0.72,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775412894/Alsi_Mathri.jpg","products","b54a6749-2091-4f4a-82e3-4259c9590b11","images[0]",752926,735.28,0.72,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775412961/Mini_Patties.jpg","products","f9439f47-54c6-471f-bc43-fc79f0ed2eb0","images[0]",750801,733.20,0.72,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775412961/Mini_Patties.jpg","products","96cb456f-9692-4445-99d8-1bde579c52a9","images[0]",750801,733.20,0.72,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775412961/Mini_Patties.jpg","products","fdae409d-c796-4794-ae37-31e2c1e2bb08","images[0]",750801,733.20,0.72,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775412961/Mini_Patties.jpg","products","a592a857-cfa8-41e6-85d9-1302b16ea38e","images[0]",750801,733.20,0.72,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775412908/Aloo_Mathri.jpg","products","c5140e49-96ad-417c-8c9a-82ba86c94143","images[0]",748995,731.44,0.71,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775412908/Aloo_Mathri.jpg","products","fd122502-2d24-42ba-bbfd-f25fb4d2d551","images[0]",748995,731.44,0.71,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775412910/DSC07995.jpg","products","4101efd2-34cc-4462-ad59-d5ffccfae81d","images[1]",745860,728.38,0.71,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775412964/Besan_Sev.jpg","products","74475d37-b2b3-4abf-aa23-61971fef390d","images[0]",745336,727.87,0.71,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775412937/Badam_Laccha_Namkeen.jpg","products","a0c33007-c1e9-41c2-813e-62156a39357f","images[0]",742911,725.50,0.71,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775412937/Badam_Laccha_Namkeen.jpg","products","45fd775e-4313-40e9-b720-eafdfb4d0835","images[0]",742911,725.50,0.71,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775412949/Navratan_Mixture.jpg","products","df0c0d67-205a-4a34-919b-1c5379bfe009","images[0]",742544,725.14,0.71,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775412952/DSC07961_1.jpg","products","677c5cfb-aba0-4a36-abd9-283d9ce61999","images[0]",739028,721.71,0.70,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775412923/DSC07972.jpg","products","2c7b86f7-f0de-4035-ad9a-de9f8166deb0","images[0]",731322,714.18,0.70,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775412948/Namkeen_Mathri.jpg","products","aa21f68d-73a2-424a-9dce-7e8e6ef08c4b","images[0]",727767,710.71,0.69,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775412948/Namkeen_Mathri.jpg","products","b68d6d74-4c7b-472d-9ffb-de6dd3c54d3f","images[0]",727767,710.71,0.69,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775412948/Namkeen_Mathri.jpg","products","745236c8-c95b-485e-a728-541e73d8f9ba","images[0]",727767,710.71,0.69,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775412950/Pudina_Mix_Desi_Ghee.jpg","products","98f96f80-d908-4dee-9b6f-44ed66a64ec3","images[0]",718901,702.05,0.69,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775412950/Pudina_Mix_Desi_Ghee.jpg","products","d40122db-6bb7-48d6-a2a0-54259ff9895b","images[0]",718901,702.05,0.69,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775412950/Pudina_Mix_Desi_Ghee.jpg","products","6819efd0-5b33-4cc1-878a-c366037f40a3","images[0]",718901,702.05,0.69,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775412933/Pyaz_Mathri.jpg","products","a9847fe9-0ff8-4b94-b2e0-cf609b075ffa","images[0]",706756,690.19,0.67,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775412933/Pyaz_Mathri.jpg","products","c8d980e8-29c6-4a18-a32b-a60ffb9195f3","images[0]",706756,690.19,0.67,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775412909/DSC07979.jpg","products","2c7b86f7-f0de-4035-ad9a-de9f8166deb0","images[1]",678640,662.73,0.65,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775412969/Sadi_Mathri.jpg","products","787ff44c-2b0a-4705-b75f-88a70fa1b3dc","images[0]",668006,652.35,0.64,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775412969/Sadi_Mathri.jpg","products","827c257e-df3b-4d6d-b23b-412d5a0baaff","images[0]",668006,652.35,0.64,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775412969/Sadi_Mathri.jpg","products","00d48609-d5fb-4563-87b6-9167e1d44ed7","images[0]",668006,652.35,0.64,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775412929/Gur_Para.jpg","products","b073ee4d-d670-41cb-a242-b7e20c0fc881","images[0]",647843,632.66,0.62,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775412929/Gur_Para.jpg","products","e6481e05-1fbc-4d58-bb95-ac9216c2b84a","images[0]",647843,632.66,0.62,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775412929/Gur_Para.jpg","products","f6424f02-43ee-457e-a328-7ae14bbc2373","images[0]",647843,632.66,0.62,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775412917/Hing_Chana.jpg","products","77e7eae2-1a52-4edb-b0fd-b19ed5871671","images[0]",627050,612.35,0.60,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775412937/DSC07982.jpg","products","677c5cfb-aba0-4a36-abd9-283d9ce61999","images[2]",590667,576.82,0.56,"image/jpeg","YES",""
"https://res.cloudinary.com/dmj0smemf/image/upload/v1783594628/WhatsApp_Image_2026-07-03_at_13.12.49_1_tdtngp.jpg","products","2c256e27-ab5c-4509-bfd0-88742335be7c","images[2]",581814,568.18,0.55,"image/jpeg","NO","FLAGGED (Missing f_auto,q_auto)"
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775412920/Salted_Chips.jpg","products","2f319856-472d-4c02-bcf3-ebf9fc0ed0f3","images[0]",581619,567.99,0.55,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775412949/Palak_Mathri.jpg","products","09ad53b9-8798-40c9-8e85-e708c5b96458","images[0]",570551,557.18,0.54,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775412949/Palak_Mathri.jpg","products","46a15de3-3dbb-4d23-9c41-f06bd4a7cc42","images[0]",570551,557.18,0.54,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775412938/DSC07983.jpg","products","03b5d77b-aed3-43cd-81f6-96b7d9a1a458","images[2]",514613,502.55,0.49,"image/jpeg","YES",""
"https://res.cloudinary.com/dmj0smemf/image/upload/v1783594628/WhatsApp_Image_2026-07-03_at_13.12.49_hn5r6s.jpg","products","2c256e27-ab5c-4509-bfd0-88742335be7c","images[0]",504930,493.10,0.48,"image/jpeg","NO","FLAGGED (Missing f_auto,q_auto)"
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414600/Kaju_Katli.jpg","products","a3c304c6-e3fa-4004-8374-463b8068016c","images[0]",494459,482.87,0.47,"image/jpeg","YES",""
"https://jifilpkqppcxwinymqic.supabase.co/storage/v1/object/public/category-images/categories/1767543959109.png","categories","64390cf8-1745-43e8-aadb-2a1681ea1fa7","image_url",475458,464.31,0.45,"image/png","NO","FLAGGED (Missing f_auto,q_auto)"
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775412912/DSC08024.jpg","products","e52775c6-a451-40a8-a368-374b397b9f38","images[1]",474344,463.23,0.45,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775412895/DSC08020.jpg","products","710ad80c-74ce-4226-9fc8-d3d7ee3231d4","images[1]",471785,460.73,0.45,"image/jpeg","YES",""
"https://res.cloudinary.com/dmj0smemf/image/upload/v1783594628/WhatsApp_Image_2026-07-03_at_13.12.48_em3t29.jpg","products","2c256e27-ab5c-4509-bfd0-88742335be7c","images[1]",434986,424.79,0.41,"image/jpeg","NO","FLAGGED (Missing f_auto,q_auto)"
"https://jifilpkqppcxwinymqic.supabase.co/storage/v1/object/public/category-images/categories/1783589637500.jpeg","categories","a8916712-79d8-49c4-9db7-c71e66db7610","image_url",434986,424.79,0.41,"image/jpeg","NO","FLAGGED (Missing f_auto,q_auto)"
